YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST FLAG,PREVIOUS_FLAG,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL
2019,7431131,MURAT,General Cargo Ship,"2,920",,1977,,Turkey,Efemay Denizcilik ve Ticaret,Turkey,Efemay Denizcilik ve Ticaret,Efemay Denizcilik ve Ticaret,Turkey,Aliaga,Turkey,19-Apr
2019,7901801,DENIZ ER B,General Cargo Ship,"1,973",,1983,,,Erdur Denizcilik Sanayi,Turkey,Erdur Denizcilik Sanayi,Erdur Denizcilik Sanayi,Turkey,Aliaga,Turkey,19-Nov
2019,8862789,ILVA,General Cargo Ship,"2,600","1,195",1970,,,Ergene Shipping & Trading Company Limited,Turkey,Lionmargroup Denizcilik,Ascension Shipping & Trading,Marshall Islands,Aliaga,Turkey,19-May
2019,8418746,MIA,Bulk Carrier,"17,458","7,077",1992,,,Gamma Denizcilik Nakliyat ve Dis Ticaret Limited Sirketi,Turkey,Gamma Denizcilik Nakliyat,Toros Shipping Ltd Corp,Panama,Aliaga,Turkey,19-Dec
2019,7819450,SERVET K,General Cargo Ship,"1,814",,1981,,,Garanti Finansal Kiralama AS,Turkey,Adnil Denizcilik Ticaret Ltd,Garanti Finansal Kiralama AS,Turkey,Aliaga,Turkey,19-Jul
2019,8208426,HABAS,LPG Tanker,"6,529","4,239",1984,,,Habas Petrol Urunleri,Turkey,Habas Petrol Urunleri,Habas Petrol Urunleri,Turkey,Aliaga,Turkey,19-Apr
2019,8515025,COPAN,Bulk Carrier,10681,4482,1986,,,International Shipping Group,Turkey,Anmax Trading Corp Pte Ltd,Maya Land Shipping & Trading,Belize,Alang,India,19-Feb
2019,8214346,KILIC 1,Fish Carrier,"1,892",,1986,,,Kilic Deniz Urunleri Uretimi,Turkey,Kilic Deniz Urunleri Uretimi,Kilic Deniz Urunleri Uretimi,Turkey,Aliaga,Turkey,19-Mar
2019,9045613,TK ROTTERDAM,General Cargo Ship,"6,036","3,398",2001,,,Kiran Holding AS,Turkey,Pasifik Gemi Isletmeciligi,Atlanta Oceanways Ltd,Liberia,Aliaga,Turkey,19-Jul
2019,7531785,KUZEY 1,General Cargo Ship,"1,993",,1977,,,Lodos Denizcilik Uluslararasi,Turkey,Lodos Denizcilik Uluslararasi,Lodos Denizcilik Uluslararasi,Turkey,Aliaga,Turkey,19-May
2019,8003852,EGE M,General Cargo Ship,970,,1980,,,Men Denizcilik Gemi Sanavi ve Ticaret Limited Sirketi,Turkey,Men Denizcilik Gemi Sanayi,Men Denizcilik Gemi Sanayi,Turkey,Aliaga,Turkey,19-Jun
2019,9002544,LARRY,Wood Chips Carrier,"38,716","9,556",1991,,Turkey,Pasifik Lojistik Grubu,Turkey,Pasifik Lojistik Grubu,Yildiz Tarimsal Urunler,Turkey,Alang,India,19-Jun
2019,8619833,RIFKI NAIBOGLU II,General Cargo Ship,"1,246",,1987,,,Rayben Denizcilik ve Ticaret,Turkey,Oba Denizcilik Petrol Insaat,Rayben Denizcilik ve Ticaret,Turkey,Unknown,Greece,19-Oct
2019,7514490,IRMAK,General Cargo Ship,"1,202",,1976,,,Sahpet Shipping Co Ltd,Turkey,Sahpet Shipping Co Ltd,Sahpet Maritime Inc,Panama,Valletta,Malta,19-Oct
2019,8866319,MAXIM,General Cargo,3994,,1971,,,Black Sea Shipping Management,Ukraine,Kent Shipping & Chartering Ltd,Saluta Shipping Ltd,St Kitts & Nevis,Aliaga,Turkey,19-Mar
2019,8036079,SHINGLE,Fish Carrier,669,705,1982,,,Marine Safety Management Limited,Ukraine,Belmont Capital Ltd,Belmont Capital Ltd,British Virgin Islands,,Uknown,19-Feb
2019,8887856,SLAVUTICH-18,General Cargo Ship,"2,500",,1992,,,Ukrrichflot JSC,Ukraine,Ukrrichflot JSC,Ukrrichflot JSC,Ukraine,Aliaga,Turkey,19-Aug
2019,8328692,BS-MARMARA-1,Tank Cleaning Vessel,"1,963","1,060",1983,,,Yuzhnyy Port,Ukraine,Yuzhnyy Port,Yuzhnyy Port,Ukraine,Aliaga,Turkey,19-Jul
2019,8112823,ABDALLAH,Supply Tender,"1,263","1,164",1982,,United Arab Emirates,Abu Qurrah Shipping LLC.,United Arab Emirates,Elite Way Marine Services Est,Elite Way Marine Services Est,United Arab Emirates,Alang,India,19-Apr
2019,8307789,ANA,Bulk Carrier,"24,111","7,623",1984,,,Al Khalejia Aggregates FZE,United Arab Emirates,Al Khalejia Aggregates FZE,Al Mulla Marine Ltd,Liberia,Gadani,Pakistan,19-Apr
2019,8008383,NURBANO 1,Products Tanker,"2,712","1,846",1981,,,Al Taawon Shipping Co,United Arab Emirates,Al Taawon Shipping Co,Al Taawon Shipping Co,United Arab Emirates,Alang,India,19-Jun
2019,8520989,VH-29,Chemical/Products Tanker,"6,506","3,437",1988,,Panama,Alco Shipping Services LLC,United Arab Emirates,Thaimarine Tanker Co Ltd,Alco Shipping Services LLC,United Arab Emirates,Alang,India,19-Aug
2019,8408662,MARU A,Bulk Carrier,"5,586","2,445",1985,,,All Seas Gold Services Company Incorporated,United Arab Emirates,SK Shipping Ltd,SK Shipping Ltd,Belize,Alang,India,19-Jul
2019,7423861,ASD JAGUAR,Pipe Carrier,"1,512",,1975,,,All Seas Gold Services Company Incorporated,United Arab Emirates,All Seas Gold Services Co Inc,All Seas Gold Services Co Inc,Panama,Alang,India,19-Oct
2019,8912259,ADVENTURER K,Bulk Carrier,"16,472","5,861",1989,,,Aram Marine Trade Limited,United Arab Emirates,Aram Marine Trade Ltd,HBM Maritime Co SA,Panama,Gadani,Pakistan,19-Dec
2019,7358652,TABARK,General Cargo Ship,"1,861","1,060",1974,,,B.A. Gzal,United Arab Emirates,Ayadaldeen/Gzal,Ayadaldeen/Gzal,United Arab Emirates,Alang,India,19-May
2019,8006000,SEA ANGEL,Anchor Handling Tug Supply,660,920,1981,,,Bahman and Brothers FZ-LLC,United Arab Emirates,Sustainable Line General,Sustainable Line General,United Arab Emirates,Alang,India,19-Feb
2019,8002729,FATEH 1,Vegetable Oil Tanker,"1,756","1,129",1980,,,Blue Sea Oasis General Trading,United Arab Emirates,Blue Sea Oasis General Trading,FSK Shipping Inc,St Kitts & Nevis,Alang,India,19-Jul
2019,9075682,EASTERN VIEW,Bulk Carrier,"38,779","10,642",1995,,Panama,Carina Shipping DMCC,United Arab Emirates,Carina Shipping DMCC,Triton Marine Services Inc,Marshall Islands,Chittagong,Bangladesh,19-Jul
2019,8323551,TOPAZ,Chemical/Products Tanker,"4,509","2,741",1984,,Panama,Delta Al Muhitat Shipping LLC ,United Arab Emirates,Choice Shipping Co Ltd,Choice Shipping Co Ltd,Seychelles,Gadani,Pakistan,19-Dec
2019,9206360,HURRICANE III,Tug/Supply Ship (O.R.S.V.),874,910,2000,,,DTA Ship Trading LLC,United Arab Emirates,Hermes Maritime Services Pvt,Morrito Maritime Inc,St Kitts & Nevis,Alang,India,19-Jan
2019,9300154,JOHAN PAUL,Container Ship (Fully Cellular),"21,971","10,794",2005,,Marshall Islands,Dubai Navigation Corp,United Arab Emirates,Hermes Maritime Services Pvt,John Maritime Ltd-MAI,Marshall Islands,Alang,India,19-Jun
2019,9300166,PAUL,Container Ship (Fully Cellular),"21,971","10,794",2006,,Marshall Islands,Dubai Navigation Corp,United Arab Emirates,MSC Mediterranean Shipping Co,Jacob Maritime Ltd-MAI,Marshall Islands,Chittagong,Bangladesh,19-Oct
2019,8917455,GOLDIE,Tanker,29506,9920,1992,,Panama,Emirates Shipping Co LLC,United Arab Emirates,Emirates Shipping Co LLC,ES Sealine Shipping Inc,British Virgin Islands,Chittagong,Bangladesh,19-Feb
2019,8717908,CRYSTAL SAMBU,Chemical/Products Tanker,"2,501","1,728",1989,,,Etihad Engineering & Marine Services FZC,United Arab Emirates,Etihad Engineering & Marine,Etihad Engineering & Marine,United Arab Emirates,Gadani,Pakistan,19-Aug
2019,8301254,AL SHROOG,Products Tanker,"1,827","1,179",1983,,,Etihad Engineering & Marine Services FZC,United Arab Emirates,Etihad Engineering & Marine,Etihad Engineering & Marine,United Arab Emirates,Gadani,Pakistan,19-Oct
2019,7615866,LILIAN,Supply Ship (O.R.S.V.),1371,1300,1977,,United Arab Emirates,Folk Shipping LLC,United Arab Emirates,Folk Shipping LLC,Folk Shipping LLC,United Arab Emirates,Alang,India,19-Jan
2019,9126871,NOBLE BREEZE,Container Ship (Fully Cellular),"10,743","5,765",1997,,,Future Trend Nautical LLC,United Arab Emirates,Orient Express Lines Inc,Blue by Seven Shipping Co Inc,Panama,Chittagong,Bangladesh,19-May
2019,8302973,KATHY,Tug/Supply Ship (O.R.S.V.),1218,,1983,,,GAC Marine LLC,United Arab Emirates,GAC Marine LLC,Pearl Shipping International,Panama,Unknown,Azerbaijan,19-Feb
2019,8211801,MEGALOCHARI,General Cargo Ship,"1,316",,1983,,,George P General Trading FZE,United Arab Emirates,Geomar Shipmanagement SA,Apanema Shiptrade SA,Marshall Islands,Aliaga,Turkey,19-Jul
2019,7929102,AKER,Ro-Ro Cargo Ship,"5,841","2,385",1981,,,Hom Management Consultancy,United Arab Emirates,HOM Management Consultancy,HOM Management Consultancy,United Arab Emirates,Alang,India,19-Jul
2019,7911789,ROZA,Supply Ship (O.R.S.V.),766,79854,1983,,,Industrial Tools International,United Arab Emirates,Industrial Tools International,Industrial Tools International,United Arab Emirates,Alang,India,19-Mar
2019,8200943,DINA,Anchor Handling Tug Supply,"1,076",998,1983,,,Industrial Tools International,United Arab Emirates,Industrial Tools International,Industrial Tools International,United Arab Emirates,Gadani,Pakistan,19-May
2019,8107995,DOLPHIN PRINCESS,Anchor Handling Tug Supply,741,775,1981,,,Industrial Tools International,United Arab Emirates,Industrial Tools International,Industrial Tools International,United Arab Emirates,Gadani,Pakistan,19-Aug
2019,8301125,AL HAML,Anchor Handling Tug Supply,451,721,1983,,United Arab Emirates,Inter Gulf Marine (L.L.C.),United Arab Emirates,Whitesea Shipping & Supply LLC,Echo Maritime Ltd,United Kingdom,Alang,India,19-Oct
2019,8115928,AL DALOW,Anchor Handling Tug Supply,745,806,1982,,United Arab Emirates,Inter Gulf Marine LLC,United Arab Emirates,Inter Gulf Marine LLC,Inter Gulf Marine LLC,United Arab Emirates,Alang,India,19-Sep
2019,8912845,MISKI,General Cargo Ship,"3,972","2,558",1992,,,Jubba General Trading Co LLC,United Arab Emirates,Jubba General Trading Co LLC,Jubba General Trading Co LLC,United Arab Emirates,Gadani,Pakistan,19-Nov
2019,7903299,NAJDIAH,Products Tanker ,"2,628","1,499",1979,,,Kanoo Shipping Agencies (Yusuf Bin Ahmed Kanoo & Company),United Arab Emirates,Saudi Arabian Bunkering,Najdiah Shipping Inc,Panama,Alang,India,19-Jun
2019,8306905,LAS,General Cargo Ship,"14,348","5,823",1989,,Togo,Las Group of Companies,United Arab Emirates,Las Oil Trading,Las Oil Trading,United Arab Emirates,Gadani,Pakistan,19-Dec
2019,8002200,LIMA 2,Supply Ship (O.R.S.V.),1112,962,1980,,,Maroos Shipping Company LLC,United Arab Emirates,Maroos Shipping Co LLC,Lima Shipping Co Ltd,St Vincent & The Grenadines,Gadani,Pakistan,19-Jan
2019,8107892,GULF WAVE III,Platform Supply Ship,765,930,1981,,,Mumeni A,United Arab Emirates,Mumeni A,Mumeni A,United Arab Emirates,Gadani,Pakistan,19-May
2019,8120052,GULF WAVE 1,Offshore Tug/Supply Ship,827,930,1983,,,Mumeni A,United Arab Emirates,Mumeni A,Mumeni A,United Arab Emirates,Gadani,Pakistan,19-May
2019,7621073,SEA STAR VI,Tanker,1321,886,1976,,Panama,National Ajman Petroleum Co,United Arab Emirates,SK World Marine FZE,SK World Marine FZE,United Arab Emirates,Gadani,Pakistan,19-Mar
2019,8514801,OASIS III,General Cargo Ship,"5,557","2,251",1985,,Panama,Oasis Global Marine Services,United Arab Emirates,Oasis Global Marine Services,Oasis Global Marine Services,United Arab Emirates,Alang,India,19-Apr
2019,7900522,NATALIA 1,Tanker,3890,2292,1979,,Unknown,Ocean Petroleum FZCO,United Arab Emirates,Ocean Petroleum FZCO,Natalia Shipping Fleet Inc,Panama,Alang,India,19-Mar
2019,9120932,IRIS,Crude Oil Tanker,"53,074","16,984",1996,,Panama,Qaiwan Group,United Arab Emirates,Pentacontinent DMCC,Agiri Investments Corp,United Arab Emirates,Chittagong,Bangladesh,19-Sep
2019,8224016,VIRGINIA-N,Products Tanker ,"1,598","1,126",1982,,,Rashid Al Zary Ships Supply,United Arab Emirates,Rashid Al Zary Ships Supply,Rashid Al Zary Ships Supply,United Arab Emirates,Alang,India,19-Nov
2019,8754839,SEA DIAMOND,"Drilling Rig, jack up","4,161","5,420",1975,,,Shelf Drilling Holdings Limited,United Arab Emirates,AMS Marine Services LLC,AMS Marine Services LLC,United States Of America,Gadani,Pakistan,19-May
2019,8750728,DRACO,"Drilling Rig, jack up","6,169","9,020",1982,,Vanuatu,Shelf Drilling Holdings Ltd,United Arab Emirates,Transocean Offshore Deepwater,Adriatic 10 Ltd,Cayman Islands,Alang,India,19-Apr
2019,8753419,COMET,"Drilling Rig, jack up","5,730","8,039",1980,,Vanuatu,Shelf Drilling Holdings Ltd,United Arab Emirates,Belayim Petroleum Co PETROBEL,Shelf Drilling Egypt Ltd,Egypt,Alang,India,19-Nov
2019,8754841,124-,"Drilling Rig, jack up","4,518","6,060",1980,,Vanuatu,Shelf Drilling Holdings Ltd,United Arab Emirates,Shelf Drilling Holdings Ltd,Shelf Drilling Egypt Ltd,Egypt,Alang,India,19-Nov
2019,7373042,AADITYA II,Anchor Handling Tug Supply,704,717,1974,,,Star Petroleum Co FZC,United Arab Emirates,Star Petroleum Co FZC,Star Petroleum Co FZC,United Arab Emirates,Alang,India,19-Jun
2019,8319885,TSC HOMA,Platform Supply Ship,"1,133","1,365",1984,,,Team Shipping Co LLC,United Arab Emirates,Team Shipping Co LLC,Team Shipping Co LLC,United Arab Emirates,Alang,India,19-Dec
2019,9235086,OEL TRANSWORLD,Container Ship (Fully Cellular),"40,306","16,160",2000,,,Transworld Group,United Arab Emirates,Orient Express Lines Inc,Balaji Shipping Co SA,Panama,Alang,India,19-Jun
2019,8304969,IND,Platform Supply Ship,867,892,1984,,St Vincent & The Grenadines,Whitesea Shipping & Supply LLC,United Arab Emirates,Whitesea Shipping & Supply LLC,Battista Marine Services Ltd,St Vincent & The Grenadines,Gadani,Pakistan,19-May
2019,7924255,ATLANTIC EXPLORER,Research Survey Vessel,"1,420",,1981,,,Atlantic Marine & Aviation LLP,United Kingdom,Atlantic Marine & Aviation LLP,Atlantic Explorer Holdings Ltd,Seychelles,Aliaga,Turkey,19-Nov
2019,8841565,ATLANTIC SURVEYOR,Research Survey Vessel,748,,1972,,Liberia,Atlantic Marine & Aviation LLP,United Kingdom,Atlantic Marine & Aviation LLP,Atlantic Surveyor Ltd,Liberia,Aliaga,Turkey,19-Dec
2019,7407740,PUTFORD TRADER,Stand-By Safety Pollut'n Cntrl,1329,,1976,,,Boston Putford Offshore Safety,United Kingdom,Boston Putford Offshore Safety,Boston Putford Offshore Safety,United Kingdom,Grenaa,Denmark,19-Mar
2019,8752477,CO 97,"Drilling Rig, jack up","4,249","6,058",1980,,Liberia,ENSCO International Inc,United Kingdom,ENSCO Asia Pacific Pte Ltd,ENSCO Overseas Ltd,Cayman Islands,Alang,India,19-May
2019,8753756,S TWO,"Platform, Jack-Up (Self-Elev.)",5838,8665,1979,,,ENSCO Plc,United Kingdom,ENSCO Offshore Co,ENSCO Offshore Co,United States Of America,Alang,India,19-Jan
2019,8753744,S ONE,"Platform, Jack-Up (Self-Elev.)",5838,8842,1979,,,ENSCO Plc,United Kingdom,ENSCO Offshore Co,ENSCO Offshore Co,United States Of America,Alang,India,19-Jan
2019,9044920,LADY MELIS,Bulk Carrier,"16,145","6,563",1992,,,Serna Group LLP,United Kingdom,Serna Group LLP,Lerta Trading Ltd,Seychelles,Aliaga,Turkey,19-May
2019,7400704,MOURATO,Liquefied Gas Tanker,81265,11410,1980,,Algeria,Sonatrach Petroleum Corp,United Kingdom,Hyproc Shipping Co,Hyproc Shipping Co,Algeria,Chittagong,Bangladesh,19-Feb
2019,8109395,BAROU,LPG Tanker,"6,325","3,423",1983,,,Sonatrach Petroleum Corp,United Kingdom,Hyproc Shipping Co,Hyproc Shipping Co,Algeria,Alang,India,19-Jun
2019,8322662,TEMUS,Diving Support Vessel,"4,782","3,835",1985,,Liberia,Subsea 7 MS Ltd,United Kingdom,Subsea 7 Int'l Contracting Ltd,Subsea 7 Shipping Ltd,Isle Of Man,Alang,India,19-Jun
2019,8211746,ROCKWATER 1,Diving Maintenance Support,4905,,1983,,,Subsea 7 SA,United Kingdom,Subsea 7 Vessel Management,Subsea 7 Ltd,United Kingdom,Leith,United Kingdom,19-Jan
2019,9070694,KWEICHOW,General Cargo Ship,"18,451","9,432",1994,,,Swire & Sons Ltd,United Kingdom,China Navigation Co Pte Ltd,China Navigation Co Pte Ltd,Singapore,Alang,India,19-Jun
2019,9070709,KWANGTUNG,General Cargo Ship,"18,451","9,449",1994,,,Swire & Sons Ltd,United Kingdom,China Navigation Co Pte Ltd,China Navigation Co Pte Ltd,Singapore,Alang,India,19-Dec
2019,7329338,BLACK ROVER,Replenishment Tanker,"7,892","4,830",1974,,,United Kingdom Govt,United Kingdom,United Kingdom Govt CRFA,United Kingdom Govt,United Kingdom,Aliaga,Turkey,19-Sep
2019,7306221,GOLD ROVER,Replenishment Tanker,"7,894","4,830",1974,,,United Kingdom Govt,United Kingdom,United Kingdom Govt CRFA,United Kingdom Govt CRFA,United Kingdom,Aliaga,Turkey,19-Sep
2019,9182667,ZARA,Crude/Oil Products Tanker,"40,516","13,783",2000,,Liberia,Apollo Global Management LLC,United States Of America,ProPer In Management Inc,Ballito Bay Shipping Inc,Liberia,Chittagong,Bangladesh,19-Nov
2019,9204972,MANILA-1,Container Ship (Fully Cellular),"26,047","11,630",2000,,Liberia,Apollo Global Management LLC,United States Of America,MSC Mediterranean Shipping Co,SOMANILA Co Ltd,Isle Of Man,Chittagong,Bangladesh,19-Dec
2019,9178288,SPIRIT,Container Ship (Fully Cellular),"26,047","11,481",2000,,Liberia,Apollo Global Mangement LLC,United States Of America,MSC Mediterranean Shipping Co,SOCOL Co Ltd,Isle Of Man,Chittagong,Bangladesh,19-Jun
2019,8753677,WORKER,"Platform, Semi-Submersible",14071,12128,1982,,Marshall Islands,Diamond Offshore Drilling Inc,United States Of America,Diamond Offshore Netherlands,Diamond Offshore Ltd,Marshall Islands,Alang,India,19-Jan
2019,8755871,WHITTINGTON,"Platform, Semi-Submersible",9914,,1974,,Marshall Islands,Diamond Offshore Services Co,United States Of America,Diamond Offshore Drilling Serv,Diamond Offshore Services Co,United States Of America,Alang,India,19-Jan
2019,7522100,SOM SILVER,Trailing Suction Hopper Dredger,"5,601",,1977,,Marshall Islands,Great Lakes Dredge & Dock Co,United States Of America,Great Lakes Dredge & Dock Co,Great Lakes Dredge & Dock Co,United States Of America,Alang,India,19-Jun
2019,8109773,OSPREY,Tug,559,,1982,,,Kirby Offshore Marine LLC,United States Of America,Kirby Offshore Marine Op,Kirby Offshore Marine Op,United States Of America,Brownsville,United States of America,19-Mar
2019,8645026,ATC 25,"Tank Barge, Pushed",12271,,1981,,,Kirby Offshore Marine LLC,United States Of America,Kirby Offshore Marine Op,Kirby Offshore Marine Op,United States Of America,Brownsville,United States of America,19-Mar
2019,7235202,VIKING,Tug,608,,1972,,,Kirby Offshore Marine LLC,United States Of America,K-Sea Operating LLC,Kirby Offshore Marine LLC,United States Of America,Brownsville,United States of America,19-Apr
2019,7602338,MAUI,Container Ship (Fully Cellular),"25,630","14,059",1978,,,Matson Inc,United States Of America,Matson Navigation Co Inc,Matson Navigation Co Inc,United States Of America,Brownsville,United States of America,19-Jun
2019,7366312,MATSON PRODUCER,Container Ship (Fully Cellular),"25,644","13,797",1974,,,Matson Inc,United States Of America,Matson Navigation Co Inc,Matson Navigation Co Inc,United States Of America,Brownsville,United States of America,19-Dec
2019,8755338,NOBLE HOMER FERRINGTON,"Drilling Rig, semi Submersible","14,401",,1984,,Liberia,Noble Corp,United States Of America,Noble Drilling Services Inc,Noble Leasing III Switzerland,Switzerland,Aliaga,Turkey,19-Jan
2019,8756306,NOBLE AMOS RUNNER,"Drilling Rig, semi Submersible","14,888",,1982,,,Noble Corp,United States Of America,Noble Drilling Services Inc,Noble Holding International,Luxembourg,Brownsville,United States of America,19-Apr
2019,9159684,DECATHLON,Tanker,80668,23172,1999,,Liberia,Nordic American Tankers Ltd,United States Of America,NAT Chartering Ltd,Nordic American Tankers Ltd,Bermuda,Chittagong,Bangladesh,19-Jan
2019,9159672,SPYROS K,Tanker,80668,23098,1999,,Liberia,Nordic American Tankers Ltd,United States Of America,NAT Chartering Ltd,Nordic American Tankers Ltd,Bermuda,Chittagong,Bangladesh,19-Jan
2019,6413924,OCEAN PHOENIX,Fish Factory Ship,"17,845",,1964,,,Phoenix Processor LP,United States Of America,Phoenix Processor LP,Phoenix Processor LP,United States Of America,Brownsville,United States of America,19-Aug
2019,8317332,RAYSUT II,Cement Carrier,"10,880","5,233",1984,,Panama,Resolve Marine Group Inc,United States Of America,Resolve Salvage & Fire Europe,Resolve Salvage & Fire Europe,United Kingdom,Alang,India,19-Apr
2019,8754528,CALIFORNIA,"Drilling Rig, jack up","6,273",,1983,,Marshall Islands,Rowan Companies Inc,United States Of America,Rowan Companies Inc,Rowan California Sarl,Luxembourg,Alang,India,19-Nov
2019,7932202,KURPA,Articulated Pusher Tug,"1,953","10,977",1982,,United States of America,Schuyler Line Navigation Co,United States of America,Schuyler Line Navigation Co,Moku Pahu Holdings LLC,St Vincent & The Grenadines,Alang,India,19-Apr
2019,8645973,TC-1,"General Cargo Barge, non propelled","20,804",,1982,,United States Of America,Schuyler Line Navigation Company ,United States Of America,Schuyler Line Navigation Co,Moku Pahu Holdings LLC,United States Of America,Alang,India,19-Apr
2019,7912812,SEABULK TIMS I,Offshore Tug/Supply Ship,"1,424",,1979,,,Seabulk International Inc,United States Of America,Seabulk Offshore Dubai Inc,Seabulk Tims/Timsah,Panama,Aliaga,Turkey,19-Apr
2019,9354961,COLLARD,Tug/Supply Ship (O.R.S.V.),1798,1647,2005,,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-UAE,Tidewater Marine Intl Inc,Cayman Islands,Alang,India,19-Jan
2019,9528093,DAVID TIDE II,Tug/Supply Ship (O.R.S.V.),1529,1438,2009,,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine LLC,VTG Ships Ltd,Cayman Islands,Alang,India,19-Jan
2019,9355800,LEONARD,Tug/Supply Ship (O.R.S.V.),2258,1933,2006,,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-UAE,Violet Fleet Ltd,Cayman Islands,Alang,India,19-Mar
2019,9259783,RICHARD,Tug/Supply Ship (O.R.S.V.),4544,5390,2005,,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-UAE,Java Boat Corp BV,Netherlands,Alang,India,19-Mar
2019,9273466,OURGE,Platform Supply Ship,"1,624","1,620",2004,,Vanuatu,Tidewater Inc,United States Of America,Sonatide Marine Services Ltd,Point Marine LLC,United States Of America,Alang,India,19-Apr
2019,9494307,SABANDO,Anchor Handling Tug Supply,"2,538","2,195",2008,,Vanuatu,Tidewater Inc,United States Of America,Sonatide Marine Services Ltd,Aqua Fleet Ltd,Cayman Islands,Alang,India,19-Jul
2019,9259771,JOHN,Anchor Handling Tug Supply,"4,544","5,144",2004,,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-CAM,Java Boat Corp BV,Netherlands,Alang,India,19-Aug
2019,9355795,DU MOULIN,Anchor Handling Tug Supply,"2,258","1,872",2006,,Vanuatu,Tidewater Inc,United States Of America,Sonatide Marine Services Ltd,Tidewater Properties Ltd,Cayman Islands,Alang,India,19-Aug
2019,9263978,WIGGINS,Offshore Support Vessel,"2,421","1,732",2002,,Vanuatu,Tidewater Inc,United States Of America,Sonatide Marine Services Ltd,Tidewater Assets Ltd,Cayman Islands,Alang,India,19-Aug
2019,9336220,MAHNKE,Anchor Handling Tug Supply,"1,759","1,755",2006,,Vanuatu,Tidewater Inc,United States Of America,SOCOPAO,Green Fleet Ltd,Cayman Islands,Alang,India,19-Aug
2019,9302528,BIG JOE,Anchor Handling Tug Supply,"2,223","1,724",2005,,Vanuatu,Tidewater Inc,United States Of America,SOCOPAO,Tidewater Assets Ltd,Cayman Islands,Alang,India,19-Sep
2019,9305738,MENENDEZ,Anchor Handling Tug Supply,"1,807","1,790",2005,,Vanuatu,Tidewater Inc,United States Of America,Tidex Nigeria Ltd,Tidewater Maritime Ltd,Cayman Islands,Alang,India,19-Sep
2019,7429164,RAVEN TIDE,Tug/Supply Ship (O.R.S.V.),1330,,1976,,,Tidewater Incorporated,United States of America,Blueland Shipping Inc,Blueland Shipping Inc,Panama,Niteroi,Brazil,19-Jan
2019,9268435,WILBERT,Anchor Handling Tug Supply,"1,598","1,614",2002,,Vanuatu,Tidewater Marine LLC,United States Of America,Tidex Nigeria Ltd,Gulf Fleet Middle East Ltd,Cayman Islands,Alang,India,19-Nov
2019,9527972,OZREN,Anchor Handling Tug Supply,"2,538","2,222",2009,,Vanuatu,Tidewater Marine LLC,United States Of America,Tidewater Marine Intl Inc-UAE,Aqua Fleet,Cayman Islands,Alang,India,19-Nov
2019,8756590,SONGA DELTA,"Platform, Semi-Submersible",23535,43521,1981,,,Transocean Inc,United States Of America,Songa Offshore Rig AS,Songa Offshore Delta Ltd,Cyprus,Aliaga,Turkey,19-Jan
2019,8755780,JACK BATES,"Platform, Semi-Submersible",29135,23015,1986,,,Transocean Inc,United States Of America,Transocean Inc,Deepwater Pacific 1 Inc,British Virgin Islands,Alang,India,19-Feb
2019,8755144,TRANSOCEAN 706,"Platform, Semi-Submersible",17164,,1976,,,Transocean Inc,United States Of America,Transocean Inc,Transocean Drilling Offsh-LUX,Luxembourg,Aliaga,Turkey,19-Mar
2019,9180229,DEEPWATER MILLENNIUM,Drilling Ship,"60,083","30,318",1999,,Marshall Islands,Transocean Inc ,United States Of America,Transocean Inc ,Transocean Offshore Intl-CAY,Cayman Islands,Alang,India,19-Nov
2019,9212797,DISCOVERER SPIRIT,Drilling Ship,"63,190",,1999,,,Transocean Inc ,United States Of America,Transocean Inc ,Triton Asset Leasing GmbH,Switzerland,Aliaga,Turkey,19-Dec
2019,9170224,DEEPWATER FRONTIER,Drilling Ship,"60,083","30,527",1999,,,Transocean Inc ,United States Of America,Transocean Inc ,Transocean Offshore Intl-CAY,Cayman Islands,Alang,India,19-Dec
2019,9212802,DISCOVERER DEEP SEAS,Drilling Ship,"63,190",,2000,,,Transocean Inc ,United States Of America,Transocean Inc ,Triton Asset Leasing GmbH,Switzerland,Aliaga,Turkey,19-Dec
2019,9189835,GSF C. R. LUIGS,Drilling Ship,47079,,2000,,,Transocean Incorporated,United States of America,Transocean Inc,GlobalSantaFe Drilling Co,United States Of America,Aliaga,Turkey,19-Jan
2019,5004283,CAPE ARCHWAY,General Cargo Ship,"11,310",,1963,,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,19-Nov
2019,5004257,CAPE ALEXANDER,General Cargo Ship,"11,580",,1962,,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,19-Nov
2019,6600826,SAHARA,Research Survey Vessel,"3,604",,1966,,,Unknown,Unknown,G Shipping Ltd,G Shipping Ltd,Malta,Unknown,Mexico,19-Jan
